Interval,pkt_count,len_mean,len_std,len_max,DHCP,DNS,HTTP,ICMP,IGMPv2,MDNS,NTP,OCSP,QUIC,SSLv2,TCP,"TCP, HiPerConTracer",TLSv1.2,TLSv1.3,UDP,tcp_ratio,udp_ratio
202,22,74.31818181818181,21.08573510950532,131,0,0,0,0,0,0,0,0,0,0,16,0,2,4,0,0.7272727272727273,0.0
203,229,879.4323144104803,693.9388851474026,1514,0,4,0,0,0,0,0,0,0,0,189,0,10,26,0,0.8253275109170306,0.0
204,27,195.37037037037038,333.7058986302561,1494,0,4,0,0,0,0,0,0,0,0,12,0,3,8,0,0.4444444444444444,0.0
205,60,321.03333333333336,497.35040223053016,1490,0,2,0,0,0,0,0,0,0,0,36,0,0,22,0,0.6,0.0
206,36,70.61111111111111,13.794984135604773,105,0,0,0,0,0,0,0,0,0,0,28,0,0,8,0,0.7777777777777778,0.0
207,7,145.57142857142858,152.58315453423765,487,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0.42857142857142855,0.0
208,70,192.5142857142857,315.3951624369227,1494,0,2,0,0,0,0,0,0,0,0,37,0,4,27,0,0.5285714285714286,0.0
209,13,69.92307692307692,16.494754410930863,117,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0.8461538461538461,0.0
210,6,72.66666666666667,15.731073284002802,94,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0.6666666666666666,0.0
211,1904,939.2794117647059,493.0307822653021,1514,0,32,0,0,0,0,0,0,1715,0,102,0,8,47,0,0.05357142857142857,0.0
212,114,258.2456140350877,392.9816262993878,1514,0,4,0,0,0,0,0,0,34,0,11,0,0,15,50,0.09649122807017543,0.43859649122807015
213,42,344.64285714285717,447.4987843792494,1292,0,0,0,0,0,0,0,0,20,0,12,0,3,7,0,0.2857142857142857,0.0
214,171,435.2046783625731,517.272063108092,1514,0,12,0,8,0,0,0,0,32,0,65,0,0,54,0,0.38011695906432746,0.0
215,36,424.02777777777777,509.1488968920087,1292,0,4,0,0,0,0,0,0,26,0,6,0,0,0,0,0.16666666666666666,0.0
216,17,253.1764705882353,401.75680381514974,1292,0,0,0,0,0,0,0,0,8,0,5,0,2,2,0,0.29411764705882354,0.0
217,101,249.4257425742574,374.03011500505295,1466,0,4,0,0,0,0,0,0,16,0,48,0,3,30,0,0.4752475247524752,0.0
218,49,315.0612244897959,431.4941293615353,1292,0,0,0,0,0,0,0,0,21,0,19,0,0,9,0,0.3877551020408163,0.0
219,114,131.75438596491227,202.62535992569596,1292,0,20,0,0,0,9,0,0,54,0,28,0,2,1,0,0.24561403508771928,0.0
220,108,287.3240740740741,422.6857569573982,1292,0,0,0,0,0,0,0,0,83,0,16,0,2,7,0,0.14814814814814814,0.0
221,240,686.1791666666667,572.6557791598373,1514,0,0,0,4,0,0,0,0,177,0,36,0,0,23,0,0.15,0.0
222,1878,649.5319488817892,600.8100044706861,1514,0,64,0,0,0,7,0,0,1180,0,351,0,140,136,0,0.1869009584664537,0.0
223,336,542.4494047619048,632.4491110196107,1514,0,2,0,0,0,0,0,0,106,0,167,0,25,36,0,0.49702380952380953,0.0
224,43,481.4651162790698,548.4706159962407,1514,0,2,0,0,0,0,0,0,12,0,17,0,0,12,0,0.3953488372093023,0.0
225,33,471.3333333333333,525.85511708708,1292,0,0,0,0,0,0,0,0,21,0,9,0,0,3,0,0.2727272727272727,0.0
226,109,389.302752293578,463.60898084698954,1292,0,10,0,0,0,8,0,0,61,0,18,0,2,10,0,0.1651376146788991,0.0
227,86,815.9883720930233,692.8341876870014,1514,0,4,0,0,0,1,0,0,3,0,61,0,3,14,0,0.7093023255813954,0.0
228,55,609.7636363636364,653.4402679957701,1514,0,0,0,0,0,0,0,0,20,0,29,0,4,2,0,0.5272727272727272,0.0
229,43,349.83720930232556,445.1423491013354,1292,0,0,0,0,0,6,0,0,18,0,12,0,0,7,0,0.27906976744186046,0.0
230,34,307.61764705882354,400.14573214251783,1292,0,0,0,0,0,1,0,0,12,0,10,0,2,9,0,0.29411764705882354,0.0
231,18,240.22222222222223,356.5604569734622,1292,0,0,0,0,0,0,0,0,5,0,7,0,3,3,0,0.3888888888888889,0.0
232,51,366.27450980392155,472.46794932276083,1292,0,0,0,0,0,0,0,0,27,0,18,0,0,6,0,0.35294117647058826,0.0
233,15,303.1333333333333,374.5110844567252,1292,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0.2,0.0
234,117,273.4871794871795,402.0932645154607,1494,0,8,0,0,0,1,0,0,25,0,50,0,2,31,0,0.42735042735042733,0.0
235,479,805.5073068893528,692.3540701254677,1514,0,12,0,0,0,0,0,0,29,0,264,0,72,102,0,0.5511482254697286,0.0
236,322,647.1832298136646,661.0322857721469,1514,0,8,0,0,0,0,0,0,7,0,199,0,52,56,0,0.6180124223602484,0.0
237,97,513.5773195876288,600.4985747112484,1466,0,0,0,0,0,0,0,0,0,0,54,0,30,13,0,0.5567010309278351,0.0
238,165,253.85454545454544,393.0238659442628,1514,0,0,0,0,0,0,0,0,0,0,91,0,0,74,0,0.5515151515151515,0.0
239,129,409.6046511627907,531.0214864209335,1454,0,0,0,0,0,0,0,0,0,0,75,0,0,54,0,0.5813953488372093,0.0
240,38,419.5,534.1118290638636,1454,0,0,0,0,0,0,0,0,15,0,13,0,2,8,0,0.34210526315789475,0.0
241,15,91.4,24.268733559282172,131,0,2,0,0,0,0,6,0,0,0,4,0,3,0,0,0.26666666666666666,0.0
242,149,850.5234899328859,689.6192700470096,1514,0,8,0,0,0,0,0,0,0,0,108,0,21,12,0,0.7248322147651006,0.0
243,260,660.973076923077,672.887366903822,1514,0,6,0,0,0,0,0,0,0,0,169,0,49,36,0,0.65,0.0
244,19,78.3157894736842,22.353355779835006,131,0,0,0,0,0,0,0,0,0,0,11,0,2,6,0,0.5789473684210527,0.0
245,139,897.6258992805756,694.0347511804475,1514,0,2,0,0,0,0,0,0,0,0,105,0,22,10,0,0.7553956834532374,0.0
246,256,929.20703125,694.2436031389755,1514,0,4,0,0,0,0,0,0,15,0,193,0,42,2,0,0.75390625,0.0
247,286,681.3846153846154,666.7013579367931,1514,0,10,0,0,0,0,0,0,0,0,147,0,32,97,0,0.513986013986014,0.0
248,628,555.3407643312102,590.8105872800165,1514,0,4,0,6,0,0,0,0,377,0,161,0,50,30,0,0.25636942675159236,0.0
249,3277,706.1614281354898,619.2842775033096,1514,0,104,0,2,0,0,0,0,1547,0,901,0,235,488,0,0.27494659749771133,0.0
250,371,948.6657681940701,692.9937181479958,1514,0,4,0,0,0,0,0,0,0,0,288,0,70,9,0,0.7762803234501348,0.0
251,26,449.61538461538464,564.0741140611277,1514,0,2,0,0,0,0,0,0,0,0,14,0,0,10,0,0.5384615384615384,0.0
252,103,332.68932038834953,457.837843310468,1494,0,10,0,0,0,0,0,0,32,0,34,0,2,25,0,0.3300970873786408,0.0
253,58,416.8448275862069,555.4236821806959,1490,0,2,0,0,0,0,0,0,0,0,32,0,2,22,0,0.5517241379310345,0.0
254,31,68.48387096774194,20.71049809113233,131,0,0,0,0,0,0,0,0,0,0,26,0,3,2,0,0.8387096774193549,0.0
255,336,605.6607142857143,646.2634445529615,1514,0,4,0,0,0,0,0,0,60,0,168,0,97,7,0,0.5,0.0
256,58,334.2586206896552,536.9086485187256,1514,0,2,0,0,0,0,0,0,0,0,34,0,2,20,0,0.5862068965517241,0.0
257,223,896.6905829596412,692.2840953645428,1514,0,8,0,0,0,0,0,0,0,0,170,0,22,23,0,0.7623318385650224,0.0
258,384,772.8828125,693.7036065950896,1514,0,10,0,0,0,0,0,0,0,0,283,0,44,47,0,0.7369791666666666,0.0
259,168,756.8095238095239,672.4437064556912,1490,0,4,0,0,0,0,0,0,0,0,56,0,29,79,0,0.3333333333333333,0.0
260,9,82.0,24.86463351831271,131,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0.5555555555555556,0.0
261,5,75.6,13.145341380123986,90,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0.6,0.0
262,266,697.9924812030075,679.0322247194202,1514,0,12,0,4,0,0,0,0,36,0,161,0,22,31,0,0.6052631578947368,0.0
263,4071,758.9619258167527,639.3629079279075,1514,0,150,0,0,0,0,0,0,1766,0,1415,0,423,317,0,0.3475804470646033,0.0
264,172,752.4127906976744,703.3010123606308,1514,0,2,0,0,0,0,0,0,2,0,120,0,31,17,0,0.6976744186046512,0.0
265,60,357.51666666666665,559.4138424951077,1514,0,0,0,0,0,0,0,0,0,0,44,0,6,10,0,0.7333333333333333,0.0
266,47,209.0,403.82082768173956,1514,0,6,0,0,0,0,0,0,2,0,27,0,8,4,0,0.574468085106383,0.0
267,190,700.7789473684211,697.4036457153682,1514,0,0,0,0,0,0,0,0,0,0,140,0,42,8,0,0.7368421052631579,0.0
268,175,735.8914285714286,704.5252617659199,1514,0,2,0,0,0,0,0,0,1,0,136,0,24,12,0,0.7771428571428571,0.0
269,2,60.0,8.48528137423857,66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0.0
270,242,679.2355371900826,670.7813601231884,1514,0,8,0,0,0,0,0,0,55,0,125,0,48,6,0,0.5165289256198347,0.0
271,2377,589.4930584770719,577.0739650756433,1514,0,82,0,1,0,0,0,0,1597,0,315,0,249,133,0,0.13251998317206562,0.0
272,1940,743.6907216494845,613.2602879110311,1514,0,24,0,0,0,0,0,0,1015,0,685,0,140,76,0,0.35309278350515466,0.0
273,139,427.23741007194246,573.8273181490346,1514,0,4,0,0,0,0,0,0,0,0,86,0,30,19,0,0.6187050359712231,0.0
274,50,392.9,547.409381187649,1454,0,0,0,0,0,0,0,0,0,0,34,0,1,15,0,0.68,0.0
275,136,371.4264705882353,521.3094003081791,1454,0,4,0,0,0,0,0,0,0,0,91,0,10,31,0,0.6691176470588235,0.0
276,201,411.2487562189055,528.1549467826134,1454,0,0,0,0,0,0,0,0,15,0,108,0,2,76,0,0.5373134328358209,0.0
277,27,70.66666666666667,23.121751331060217,131,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0.8148148148148148,0.0
278,51,200.90196078431373,379.1796015031379,1454,0,0,0,0,0,0,0,0,0,0,35,0,2,14,0,0.6862745098039216,0.0
279,165,347.27878787878785,494.55659603471946,1466,0,8,0,0,0,0,0,0,0,0,94,0,12,51,0,0.5696969696969697,0.0
280,9,82.0,24.864633518312715,131,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0.5555555555555556,0.0
281,22,63.72727272727273,12.255928859445628,112,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0.9545454545454546,0.0
282,84,438.5238095238095,546.2371495263409,1514,0,8,0,0,0,0,0,0,17,0,36,0,0,23,0,0.42857142857142855,0.0
283,41,292.3658536585366,463.1349023825326,1490,0,2,0,0,0,0,0,0,0,0,23,0,5,11,0,0.5609756097560976,0.0
284,14,67.14285714285714,11.68073458475795,94,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0.8571428571428571,0.0
285,93,294.0,470.0425050160242,1466,0,0,0,0,1,0,0,0,0,0,53,0,7,32,0,0.5698924731182796,0.0
286,16,64.0,12.393546707863734,94,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0.875,0.0
287,102,680.0392156862745,697.6073099122049,1514,0,4,0,0,0,0,0,0,0,0,82,0,0,16,0,0.803921568627451,0.0
288,16,83.0625,21.794399127604628,131,0,0,0,0,0,0,0,0,0,0,9,0,5,2,0,0.5625,0.0
289,209,665.4928229665072,678.0393972529093,1514,0,14,0,0,0,0,0,0,0,0,137,0,25,33,0,0.6555023923444976,0.0
290,308,791.4383116883117,693.0855191812691,1514,0,4,0,0,0,0,0,0,0,0,171,0,27,106,0,0.5551948051948052,0.0
291,368,780.0326086956521,700.8414397917808,1514,0,6,0,0,0,0,0,0,0,0,254,0,53,55,0,0.6902173913043478,0.0
292,220,716.9909090909091,687.0819176494265,1514,0,4,0,0,0,0,0,0,0,0,154,0,22,40,0,0.7,0.0
293,1132,832.7137809187279,686.4192595496227,1494,0,2,0,0,0,0,0,0,0,0,900,0,0,230,0,0.7950530035335689,0.0
294,113,451.8495575221239,567.551527258585,1494,0,2,0,0,0,0,0,0,24,0,54,0,2,31,0,0.4778761061946903,0.0
295,1628,863.9072481572482,682.1255794070629,1514,0,4,0,0,0,0,0,0,0,0,1275,0,3,346,0,0.7831695331695332,0.0
296,777,888.967824967825,677.4310158089366,1514,0,8,0,0,0,0,0,0,0,0,600,0,0,169,0,0.7722007722007722,0.0
297,711,818.4739803094234,689.5180652819699,1494,0,0,0,0,0,0,0,0,0,0,576,0,0,135,0,0.810126582278481,0.0
298,211,710.8104265402843,680.8999241796937,1514,0,4,0,0,0,0,0,0,0,0,155,0,2,50,0,0.7345971563981043,0.0
299,1025,855.5853658536586,683.5815097336198,1494,0,0,0,0,0,0,0,0,0,0,803,0,0,222,0,0.7834146341463415,0.0
300,1584,910.1837121212121,674.100801850002,1494,0,0,0,0,0,0,0,0,18,0,1246,0,3,317,0,0.7866161616161617,0.0
301,506,815.296442687747,686.9862516582978,1494,0,0,0,0,0,0,0,0,0,0,396,0,2,108,0,0.782608695652174,0.0
302,539,789.5788497217069,692.2928358938155,1514,0,4,0,0,0,0,0,0,0,0,387,0,14,134,0,0.7179962894248608,0.0
303,6,62.0,6.196773353931867,66,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1.0,0.0
304,143,744.7482517482517,696.762326043394,1514,0,2,0,0,0,0,0,0,0,0,111,0,4,26,0,0.7762237762237763,0.0
305,25,380.84,573.7241410294672,1490,0,0,0,0,0,0,0,0,0,0,18,0,2,5,0,0.72,0.0
306,6,72.66666666666667,15.731073284002802,94,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0.6666666666666666,0.0
307,2480,1231.0939516129033,555.270319317388,1514,0,36,2,0,0,8,0,2,0,0,748,0,7,1677,0,0.3016129032258065,0.0
308,19,225.26315789473685,396.84839564096393,1494,0,0,0,0,0,1,0,0,0,0,12,0,0,6,0,0.631578947368421,0.0
309,72,459.72222222222223,592.0268413743319,1514,0,2,0,0,0,0,0,0,0,0,46,0,2,22,0,0.6388888888888888,0.0
310,112,292.61607142857144,489.8204901105863,1514,0,2,0,0,0,5,0,0,0,0,69,0,9,27,0,0.6160714285714286,0.0
311,7,156.71428571428572,100.7847777621771,299,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0.2857142857142857,0.0
312,108,380.0740740740741,526.7194664438655,1514,0,2,0,0,0,0,0,0,0,0,66,0,4,36,0,0.6111111111111112,0.0
313,992,821.4133064516129,683.3105341785898,1514,0,8,0,0,0,0,0,0,0,0,762,0,0,222,0,0.7681451612903226,0.0
314,231,831.7056277056278,691.3305066969998,1514,0,0,0,0,0,0,0,0,0,0,187,0,4,40,0,0.8095238095238095,0.0
315,948,864.204641350211,680.3918092128278,1494,0,0,0,0,0,0,0,0,0,0,754,0,0,194,0,0.7953586497890295,0.0
316,152,870.1578947368421,690.4548947318102,1490,0,0,0,0,0,0,0,0,0,0,119,0,3,30,0,0.7828947368421053,0.0
317,242,864.2768595041322,681.6009237789516,1514,0,4,0,0,0,0,0,0,0,0,186,0,0,52,0,0.768595041322314,0.0
318,48,333.0208333333333,496.8584065430333,1514,0,2,0,0,0,0,0,0,0,0,27,0,0,19,0,0.5625,0.0
319,993,824.3162134944612,684.5441330327207,1514,0,2,0,0,0,0,0,0,0,0,756,0,2,233,0,0.7613293051359517,0.0
320,129,861.8449612403101,689.9781184212974,1490,0,2,0,0,0,0,0,0,0,0,100,0,3,24,0,0.7751937984496124,0.0
321,107,569.0841121495328,642.7561103456768,1514,0,6,0,0,0,0,0,0,0,0,73,0,0,28,0,0.6822429906542056,0.0
322,440,463.67727272727274,578.1052590994719,1514,0,30,0,0,0,0,0,0,0,0,237,0,10,163,0,0.5386363636363637,0.0
323,136,212.61764705882354,335.7464664897437,1490,0,0,0,0,0,0,0,0,0,0,75,0,2,59,0,0.5514705882352942,0.0
324,420,735.2666666666667,669.6869110194491,1514,0,18,0,0,0,0,0,0,34,0,193,0,29,146,0,0.4595238095238095,0.0
325,261,274.53639846743295,433.1932456688734,1514,0,2,0,0,0,0,0,0,0,0,136,0,0,123,0,0.5210727969348659,0.0
326,124,437.7903225806452,557.5463417130622,1494,0,0,0,0,0,0,0,0,0,0,75,0,0,49,0,0.6048387096774194,0.0
327,505,679.5960396039604,667.1856247857801,1514,0,16,0,0,0,0,0,0,37,0,294,0,53,105,0,0.5821782178217821,0.0
328,158,369.0759493670886,527.3244392768526,1514,0,0,0,0,0,0,0,0,0,0,86,0,22,50,0,0.5443037974683544,0.0
329,76,474.9078947368421,585.3911553285053,1514,0,0,0,0,0,0,0,0,0,0,37,0,9,30,0,0.4868421052631579,0.0
330,109,433.8165137614679,543.1011802113791,1466,0,8,0,0,0,0,0,0,15,0,46,0,2,38,0,0.42201834862385323,0.0
331,286,889.6748251748252,693.5518770582497,1514,2,10,0,0,0,0,0,0,0,0,211,0,46,17,0,0.7377622377622378,0.0
332,370,418.3,548.2966570381778,1514,0,4,0,0,0,0,0,0,0,0,195,0,28,143,0,0.527027027027027,0.0
333,271,391.0369003690037,539.0308574654944,1466,0,0,0,0,0,0,0,0,0,0,146,0,28,97,0,0.5387453874538746,0.0
334,2973,1211.4978136562395,555.1397861004365,1514,0,16,0,0,0,0,0,0,0,0,2516,0,2,439,0,0.8462832156071308,0.0
335,5795,1254.6528041415013,516.376165932521,1514,0,28,0,1,0,6,0,0,176,0,4540,0,19,1025,0,0.7834339948231234,0.0
336,660,1019.2378787878788,662.0793378057972,1514,0,10,0,0,0,1,0,0,15,0,475,0,52,107,0,0.7196969696969697,0.0
337,1039,1253.776708373436,547.4618859489706,1514,0,0,0,0,0,0,0,0,0,0,987,0,45,7,0,0.9499518768046198,0.0
338,1568,1272.9285714285713,527.0489563835748,1514,0,4,0,4,0,0,0,0,22,0,1522,0,0,16,0,0.9706632653061225,0.0
339,1854,1180.2464940668824,585.6726458631686,1514,0,4,0,2,0,2,0,0,207,0,1593,2,7,37,0,0.8592233009708737,0.0
340,159,802.937106918239,705.1285607310665,1514,0,8,0,1,0,0,0,0,4,0,108,0,23,15,0,0.6792452830188679,0.0
341,57,539.4035087719299,556.6275639846349,1292,0,4,0,0,0,2,0,0,43,0,8,0,0,0,0,0.14035087719298245,0.0
342,49,410.42857142857144,496.1695358779429,1292,0,4,0,0,0,2,0,0,30,0,9,0,2,2,0,0.1836734693877551,0.0
343,15,83.26666666666667,26.892555174425574,131,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0.5333333333333333,0.0
344,29,63.44827586206897,10.729086656962503,94,0,0,0,0,0,0,0,0,1,0,26,0,0,2,0,0.896551724137931,0.0
345,107,501.14953271028037,548.9274757701969,1514,0,6,0,0,0,0,0,0,48,0,27,0,0,26,0,0.2523364485981308,0.0
346,33,337.90909090909093,509.0159233533591,1392,0,0,0,0,0,0,0,0,10,0,15,0,2,6,0,0.45454545454545453,0.0
347,330,623.7151515151515,651.3056636870962,1514,0,10,0,0,0,0,0,0,0,0,225,0,16,79,0,0.6818181818181818,0.0
348,443,683.981941309255,665.7131919766864,1514,0,6,0,0,0,0,0,0,18,0,236,0,33,150,0,0.5327313769751693,0.0
349,79,260.46835443037975,454.77271966315374,1514,0,4,0,12,0,0,0,0,12,0,29,0,2,20,0,0.3670886075949367,0.0
350,27,70.74074074074075,20.23818286269905,152,0,0,0,2,0,0,0,0,2,0,18,0,0,4,1,0.6666666666666666,0.037037037037037035
351,10,66.7,18.02498266295976,105,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0.7,0.1
352,12,74.16666666666667,19.413366217088363,105,0,0,0,0,0,0,0,0,0,0,7,0,2,2,1,0.5833333333333334,0.08333333333333333
353,21,69.42857142857143,23.180965097621428,131,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0.8571428571428571,0.0
354,9,79.88888888888889,24.88194347536203,139,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0.6666666666666666,0.0
355,18,67.66666666666667,17.650195799613837,105,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0.7777777777777778,0.0
356,54,259.14814814814815,442.7943603553953,1494,0,8,0,0,0,0,0,0,0,0,30,0,2,14,0,0.5555555555555556,0.0
