Time,Source,Destination,Protocol,Length
19.142207,172.30.1.7,17.253.115.196,TLSv1.3,97
19.159075,17.253.115.196,172.30.1.7,TLSv1.3,97
19.159076,202.179.180.92,172.30.1.7,TCP,66
19.159259,172.30.1.7,17.253.115.196,TCP,66
19.171202,172.30.1.7,202.179.180.92,TLSv1.3,203
19.171255,172.30.1.7,202.179.180.92,TLSv1.3,176
19.17277,172.30.1.7,168.126.63.2,DNS,74
19.172812,172.30.1.7,168.126.63.2,DNS,74
19.173169,172.30.1.7,168.126.63.2,DNS,79
19.17321,172.30.1.7,168.126.63.2,DNS,79
19.196622,172.30.1.7,168.126.63.2,DNS,79
19.19667,172.30.1.7,168.126.63.2,DNS,79
19.255836,17.253.115.196,172.30.1.7,TCP,66
19.255838,17.253.115.196,172.30.1.7,TLSv1.3,299
19.25606,172.30.1.7,17.253.115.196,TCP,66
19.258273,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.258274,17.253.115.196,172.30.1.7,TCP,1514
19.258276,34.128.9.170,172.30.1.7,TLSv1.2,145
19.258277,34.128.9.170,172.30.1.7,TLSv1.2,238
19.258277,34.128.9.170,172.30.1.7,TLSv1.2,117
19.258278,168.126.63.2,172.30.1.7,DNS,183
19.258279,168.126.63.2,172.30.1.7,DNS,204
19.25828,168.126.63.2,172.30.1.7,DNS,161
19.258281,168.126.63.2,172.30.1.7,DNS,190
19.258282,168.126.63.2,172.30.1.7,DNS,175
19.258282,168.126.63.2,172.30.1.7,DNS,154
19.258386,172.30.1.7,34.128.9.170,TCP,66
19.258537,172.30.1.7,34.128.9.170,TLSv1.2,118
19.258851,172.30.1.7,125.209.233.30,TCP,78
19.258941,172.30.1.7,110.93.151.131,TCP,78
19.259036,172.30.1.7,125.209.233.27,TLSv1.3,421
19.259164,172.30.1.7,17.253.115.196,TCP,66
19.259166,172.30.1.7,17.253.115.196,TCP,78
19.259391,172.30.1.7,34.128.9.170,TCP,1466
19.259394,172.30.1.7,34.128.9.170,TLSv1.2,349
19.264619,202.179.180.92,172.30.1.7,TCP,66
19.26462,202.179.180.92,172.30.1.7,TCP,66
19.264622,202.179.180.92,172.30.1.7,TLSv1.3,888
19.264623,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.264624,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.264739,172.30.1.7,202.179.180.92,TCP,66
19.264818,172.30.1.7,17.253.115.196,TCP,66
19.268538,202.179.180.92,172.30.1.7,TLSv1.3,804
19.268539,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.26854,34.128.9.170,172.30.1.7,TCP,66
19.268541,34.128.9.170,172.30.1.7,TCP,66
19.268542,110.93.151.131,172.30.1.7,TCP,74
19.268543,125.209.233.30,172.30.1.7,TCP,74
19.268653,172.30.1.7,202.179.180.92,TCP,66
19.268718,172.30.1.7,110.93.151.131,TCP,66
19.268744,172.30.1.7,125.209.233.30,TCP,66
19.268801,172.30.1.7,17.253.115.196,TCP,66
19.269196,172.30.1.7,110.93.151.131,TCP,1494
19.269199,172.30.1.7,110.93.151.131,TLSv1.3,670
19.269312,172.30.1.7,125.209.233.30,TCP,1494
19.269315,172.30.1.7,125.209.233.30,TLSv1.3,426
19.272308,172.30.1.7,168.126.63.1,DNS,73
19.272489,172.30.1.7,168.126.63.1,DNS,73
19.272847,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.272849,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.27304,172.30.1.7,17.253.115.196,TCP,66
19.277779,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.27778,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.277782,110.93.151.131,172.30.1.7,TCP,66
19.277935,172.30.1.7,17.253.115.196,TCP,66
19.279904,110.93.151.131,172.30.1.7,TLSv1.3,304
19.279906,168.126.63.1,172.30.1.7,DNS,303
19.279907,168.126.63.1,172.30.1.7,DNS,241
19.279909,125.209.233.30,172.30.1.7,TCP,66
19.27991,125.209.233.30,172.30.1.7,TLSv1.3,1514
19.279911,125.209.233.30,172.30.1.7,TCP,1514
19.279913,125.209.233.30,172.30.1.7,TLSv1.3,797
19.279914,125.209.233.27,172.30.1.7,TLSv1.3,233
19.279916,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.279917,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.279918,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.280217,172.30.1.7,125.209.233.30,TCP,66
19.280261,172.30.1.7,110.93.151.131,TCP,66
19.280279,172.30.1.7,125.209.233.27,TCP,66
19.280304,172.30.1.7,125.209.233.30,TCP,66
19.280305,172.30.1.7,17.253.115.196,TCP,66
19.281066,172.30.1.7,168.126.63.1,DNS,86
19.281732,172.30.1.7,125.209.233.30,TLSv1.3,130
19.281795,172.30.1.7,110.93.151.131,TLSv1.3,130
19.281848,172.30.1.7,125.209.233.30,TLSv1.3,158
19.281894,172.30.1.7,110.93.151.131,TLSv1.3,158
19.281945,172.30.1.7,125.209.233.30,TCP,1494
19.281947,172.30.1.7,125.209.233.30,TLSv1.3,90
19.281968,172.30.1.7,110.93.151.131,TLSv1.3,1381
19.284309,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.28448,172.30.1.7,17.253.115.196,TCP,66
19.284828,172.30.1.7,23.52.34.103,TCP,78
19.288077,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.288079,168.126.63.1,172.30.1.7,DNS,164
19.28808,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.288082,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.288083,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.288234,172.30.1.7,17.253.115.196,TCP,66
19.288366,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.28852,172.30.1.7,17.253.115.196,TCP,66
19.290302,110.93.151.131,172.30.1.7,TLSv1.3,337
19.290304,110.93.151.131,172.30.1.7,TLSv1.3,130
19.290407,172.30.1.7,110.93.151.131,TCP,66
19.290447,172.30.1.7,110.93.151.131,TCP,66
19.290477,172.30.1.7,110.93.151.131,TLSv1.3,97
19.292232,172.30.1.7,168.126.63.2,DNS,89
19.292269,172.30.1.7,168.126.63.2,DNS,89
19.293276,125.209.233.30,172.30.1.7,TCP,66
19.293277,125.209.233.30,172.30.1.7,TLSv1.3,321
19.293278,125.209.233.30,172.30.1.7,TLSv1.3,385
19.293279,23.52.34.103,172.30.1.7,TCP,74
19.293279,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.293403,172.30.1.7,125.209.233.30,TCP,66
19.293479,172.30.1.7,17.253.115.196,TCP,66
19.293507,172.30.1.7,125.209.233.30,TLSv1.3,97
19.294317,172.30.1.7,23.52.34.103,TCP,66
19.29433,172.30.1.7,23.52.34.103,TCP,1514
19.294335,172.30.1.7,23.52.34.103,TLSv1.3,154
19.295491,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.295555,172.30.1.7,17.253.115.196,TCP,66
19.295668,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.29567,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.295805,172.30.1.7,17.253.115.196,TCP,66
19.296103,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.296188,172.30.1.7,17.253.115.196,TCP,66
19.29754,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.297542,168.126.63.2,172.30.1.7,DNS,161
19.297543,168.126.63.2,172.30.1.7,DNS,105
19.297544,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.297796,172.30.1.7,17.253.115.196,TCP,66
19.297871,172.30.1.7,110.93.157.96,TCP,78
19.299355,110.93.151.131,172.30.1.7,TLSv1.3,313
19.299357,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.299449,172.30.1.7,110.93.151.131,TCP,66
19.299492,172.30.1.7,17.253.115.196,TCP,66
19.299552,172.30.1.7,110.93.151.131,TLSv1.3,101
19.302042,23.52.34.103,172.30.1.7,TCP,66
19.302043,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.302044,125.209.233.30,172.30.1.7,TLSv1.3,598
19.302141,172.30.1.7,125.209.233.30,TCP,66
19.302154,172.30.1.7,17.253.115.196,TCP,66
19.305128,172.30.1.7,110.93.157.96,TCP,78
19.306481,172.30.1.7,110.93.157.96,TCP,78
19.316022,23.52.34.103,172.30.1.7,TLSv1.3,1514
19.316024,23.52.34.103,172.30.1.7,TCP,1514
19.316025,23.52.34.103,172.30.1.7,TLSv1.3,992
19.316026,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.316028,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.316029,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.31603,110.93.157.96,172.30.1.7,TCP,74
19.316031,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.316032,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.316033,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.316034,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.316036,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.316037,110.93.157.96,172.30.1.7,TCP,74
19.316038,110.93.157.96,172.30.1.7,TCP,74
19.316186,172.30.1.7,110.93.157.96,TCP,66
19.31623,172.30.1.7,110.93.157.96,TCP,66
19.316243,172.30.1.7,110.93.157.96,TCP,66
19.316292,172.30.1.7,17.253.115.196,TCP,66
19.316365,172.30.1.7,110.93.157.96,TCP,1494
19.316369,172.30.1.7,110.93.157.96,TLSv1.2,409
19.316478,172.30.1.7,110.93.157.96,TCP,1494
19.31648,172.30.1.7,110.93.157.96,TLSv1.2,473
19.316578,172.30.1.7,110.93.157.96,TCP,1494
19.31658,172.30.1.7,110.93.157.96,TLSv1.2,441
19.316741,172.30.1.7,23.52.34.103,TCP,66
19.316742,172.30.1.7,23.52.34.103,TCP,66
19.322502,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.322504,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.322505,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.322701,172.30.1.7,17.253.115.196,TCP,66
19.325064,172.30.1.7,23.52.34.103,TLSv1.3,146
19.326292,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.326294,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.326295,110.93.157.96,172.30.1.7,TCP,66
19.326296,110.93.157.96,172.30.1.7,TCP,66
19.326297,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.326299,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.326301,110.93.157.96,172.30.1.7,TCP,66
19.326302,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.326303,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.326305,110.93.157.96,172.30.1.7,TLSv1.2,1514
19.326306,110.93.157.96,172.30.1.7,TCP,1514
19.326307,110.93.157.96,172.30.1.7,TLSv1.2,1266
19.326308,110.93.157.96,172.30.1.7,TLSv1.2,261
19.32631,110.93.157.96,172.30.1.7,TLSv1.2,1514
19.326311,110.93.157.96,172.30.1.7,TCP,1514
19.326312,110.93.157.96,172.30.1.7,TLSv1.2,1266
19.326313,110.93.157.96,172.30.1.7,TLSv1.2,261
19.326314,110.93.157.96,172.30.1.7,TLSv1.2,1514
19.326316,110.93.157.96,172.30.1.7,TCP,1514
19.326317,110.93.157.96,172.30.1.7,TLSv1.2,1266
19.326319,110.93.157.96,172.30.1.7,TLSv1.2,261
19.32652,172.30.1.7,110.93.157.96,TCP,66
19.326536,172.30.1.7,23.52.34.103,TLSv1.3,326
19.326549,172.30.1.7,110.93.157.96,TCP,66
19.32656,172.30.1.7,110.93.157.96,TCP,66
19.326563,172.30.1.7,110.93.157.96,TCP,66
19.326584,172.30.1.7,17.253.115.196,TCP,66
19.326641,172.30.1.7,110.93.157.96,TCP,66
19.326663,172.30.1.7,110.93.157.96,TCP,66
19.327257,172.30.1.7,110.93.157.96,TLSv1.2,159
19.327349,172.30.1.7,110.93.157.96,TLSv1.2,159
19.327419,172.30.1.7,110.93.157.96,TLSv1.2,159
19.32753,172.30.1.7,110.93.157.96,TLSv1.2,650
19.327562,172.30.1.7,110.93.157.96,TLSv1.2,650
19.327588,172.30.1.7,110.93.157.96,TLSv1.2,650
19.332315,23.52.34.103,172.30.1.7,TCP,66
19.332317,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.332319,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.332321,23.52.34.103,172.30.1.7,TLSv1.3,369
19.332322,23.52.34.103,172.30.1.7,TLSv1.3,369
19.332323,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.332326,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.332651,172.30.1.7,17.253.115.196,TCP,66
19.332803,172.30.1.7,23.52.34.103,TCP,66
19.335629,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.335631,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.335633,23.52.34.103,172.30.1.7,TLSv1.3,127
19.335634,23.52.34.103,172.30.1.7,TLSv1.3,97
19.335635,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.335637,23.52.34.103,172.30.1.7,TLSv1.3,242
19.335638,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.335639,23.52.34.103,172.30.1.7,TLSv1.3,172
19.335641,110.93.157.96,172.30.1.7,TLSv1.2,356
19.335642,110.93.157.96,172.30.1.7,TLSv1.2,563
19.335643,110.93.157.96,172.30.1.7,TCP,66
19.335644,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.335646,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.335648,110.93.157.96,172.30.1.7,TLSv1.2,356
19.335649,110.93.157.96,172.30.1.7,TLSv1.2,356
19.335651,110.93.157.96,172.30.1.7,TLSv1.2,563
19.335652,110.93.157.96,172.30.1.7,TLSv1.2,563
19.335794,172.30.1.7,110.93.157.96,TCP,66
19.335822,172.30.1.7,110.93.157.96,TCP,66
19.33583,172.30.1.7,110.93.157.96,TCP,66
19.335882,172.30.1.7,17.253.115.196,TCP,66
19.335923,172.30.1.7,23.52.34.103,TCP,66
19.336071,172.30.1.7,23.52.34.103,TLSv1.3,97
19.336622,172.30.1.7,110.93.157.96,TLSv1.2,730
19.336638,172.30.1.7,110.93.157.96,TCP,1494
19.336639,172.30.1.7,110.93.157.96,TCP,1494
19.33664,172.30.1.7,110.93.157.96,TCP,1494
19.336642,172.30.1.7,110.93.157.96,TLSv1.2,1393
19.336666,172.30.1.7,110.93.157.96,TLSv1.2,730
19.336676,172.30.1.7,110.93.157.96,TCP,1494
19.336676,172.30.1.7,110.93.157.96,TCP,1494
19.336676,172.30.1.7,110.93.157.96,TCP,1494
19.336678,172.30.1.7,110.93.157.96,TLSv1.2,1393
19.336697,172.30.1.7,110.93.157.96,TLSv1.2,730
19.336706,172.30.1.7,110.93.157.96,TCP,1494
19.336707,172.30.1.7,110.93.157.96,TCP,1494
19.336707,172.30.1.7,110.93.157.96,TCP,1494
19.336709,172.30.1.7,110.93.157.96,TLSv1.2,1393
19.339493,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.339495,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.339496,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.339653,172.30.1.7,17.253.115.196,TCP,66
19.342054,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.34219,172.30.1.7,17.253.115.196,TCP,66
19.34296,172.30.1.7,168.126.63.1,DNS,74
19.343079,172.30.1.7,168.126.63.1,DNS,74
19.345409,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.34541,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.345412,125.209.233.30,172.30.1.7,TCP,66
19.345413,110.93.157.96,172.30.1.7,TCP,66
19.345413,110.93.157.96,172.30.1.7,TCP,66
19.345414,110.93.157.96,172.30.1.7,TCP,66
19.345415,110.93.157.96,172.30.1.7,TCP,66
19.345416,110.93.157.96,172.30.1.7,TCP,66
19.345417,110.93.157.96,172.30.1.7,TLSv1.2,562
19.345418,110.93.157.96,172.30.1.7,TCP,66
19.345419,110.93.157.96,172.30.1.7,TLSv1.2,562
19.345421,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.345533,172.30.1.7,110.93.157.96,TCP,66
19.345541,172.30.1.7,17.253.115.196,TCP,66
19.345566,172.30.1.7,110.93.157.96,TCP,66
19.347345,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.347347,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.347348,110.93.157.96,172.30.1.7,TLSv1.2,562
19.347416,172.30.1.7,110.93.157.96,TCP,66
19.347426,172.30.1.7,17.253.115.196,TCP,66
19.351562,168.126.63.1,172.30.1.7,DNS,216
19.351564,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.351565,110.93.151.131,172.30.1.7,TCP,66
19.351566,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.351568,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.351569,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.35157,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.351572,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.351725,172.30.1.7,17.253.115.196,TCP,66
19.353307,172.30.1.7,23.205.198.78,TCP,78
19.359426,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.359428,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.35943,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.359432,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.359433,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.359435,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.359436,168.126.63.1,172.30.1.7,DNS,254
19.359741,172.30.1.7,17.253.115.196,TCP,66
19.360971,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.360973,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.361094,172.30.1.7,17.253.115.196,TCP,66
19.365813,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.365815,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.365816,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.365817,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.365819,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.36582,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.365932,172.30.1.7,17.253.115.196,TCP,66
19.36659,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.366592,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.36665,172.30.1.7,17.253.115.196,TCP,66
19.36756,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.367562,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.367631,172.30.1.7,17.253.115.196,TCP,66
19.370152,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.370153,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.370251,172.30.1.7,17.253.115.196,TCP,66
19.372093,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.372095,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.3722,172.30.1.7,17.253.115.196,TCP,66
19.373783,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.373785,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.373861,172.30.1.7,17.253.115.196,TCP,66
19.375231,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.375233,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.375371,172.30.1.7,17.253.115.196,TCP,66
19.379156,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.379162,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.379164,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.379166,17.253.115.196,172.30.1.7,TCP,122
19.379167,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.379169,17.253.115.196,172.30.1.7,TLSv1.3,1458
19.379171,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.379173,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.379385,172.30.1.7,17.253.115.196,TCP,66
19.380985,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.380987,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.381059,172.30.1.7,17.253.115.196,TCP,66
19.382497,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.382498,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.3825,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.382575,172.30.1.7,17.253.115.196,TCP,66
19.385018,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.385019,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.385021,23.52.34.103,172.30.1.7,TCP,66
19.385143,172.30.1.7,17.253.115.196,TCP,66
19.387173,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.387175,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.387176,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.387287,172.30.1.7,17.253.115.196,TCP,66
19.390579,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.390581,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.390653,172.30.1.7,17.253.115.196,TCP,66
19.39249,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.392491,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.392492,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.392592,172.30.1.7,17.253.115.196,TCP,66
19.397634,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.397636,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.397638,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.39764,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.397641,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.397643,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.397644,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.397646,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.397783,172.30.1.7,17.253.115.196,TCP,66
19.399276,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.399278,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.399339,172.30.1.7,17.253.115.196,TCP,66
19.403978,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.403979,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.403981,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.403983,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.403984,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.403986,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.404108,172.30.1.7,17.253.115.196,TCP,66
19.405084,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.405086,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.405157,172.30.1.7,17.253.115.196,TCP,66
19.408903,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.408905,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.408906,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.408908,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.409054,172.30.1.7,17.253.115.196,TCP,66
19.409194,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.409196,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.409267,172.30.1.7,17.253.115.196,TCP,66
19.412172,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.412175,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.412177,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.412179,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.412282,172.30.1.7,17.253.115.196,TCP,66
19.419426,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419429,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419431,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419433,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419435,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419437,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419439,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419441,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419443,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419445,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419447,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.419449,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.41971,172.30.1.7,17.253.115.196,TCP,66
19.425688,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.425691,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.425694,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.425696,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.425698,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.4257,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.425703,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.425705,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.425955,172.30.1.7,17.253.115.196,TCP,66
19.42754,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.427543,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.427697,172.30.1.7,17.253.115.196,TCP,66
19.429026,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.429028,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.429145,172.30.1.7,17.253.115.196,TCP,66
19.43214,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.432142,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.432144,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.432146,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.432196,172.30.1.7,17.253.115.196,TCP,66
19.436312,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.436315,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.436318,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.43632,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.436322,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.436324,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.43657,172.30.1.7,17.253.115.196,TCP,66
19.439861,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.439865,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.439867,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.439869,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.439872,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.439874,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.440109,172.30.1.7,17.253.115.196,TCP,66
19.44297,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.442973,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.443134,172.30.1.7,17.253.115.196,TCP,66
19.445086,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.445088,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.445091,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.445093,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.445095,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.445097,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.445099,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.445389,172.30.1.7,17.253.115.196,TCP,66
19.454132,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.454135,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.454136,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.454138,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.45414,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.454142,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.454144,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.454146,17.253.115.196,172.30.1.7,TLSv1.3,1514
19.454147,34.128.9.170,172.30.1.7,TLSv1.2,146
19.454149,34.128.9.170,172.30.1.7,TLSv1.2,1466
19.454151,34.128.9.170,172.30.1.7,TLSv1.2,321
19.4543,172.30.1.7,34.128.9.170,TCP,66
19.454368,172.30.1.7,17.253.115.196,TCP,66
